# ---
# experiment_id: BO-3_Zuyang_20251117_100315
# experiment_name: BO-3
# operator_name: Zuyang
# target_compound: MOF
# project_id: None
# sample_type: MOF_synthesis
# solvent: triethylamine/methanol
# temperature_c: 25
# notes: synthesize 5 vials
# created_at: 2025-11-17T10:03:15.508797
# instrument_serial: 2
# measurement_timestamp: 2025-11-17T10:14:41.362795
# well_id: A1
# slot: Well A1 form UWSUNLab 10 Well Plate 14000 µL on slot 5
# pixels: 2068
# integration_time_us: 50000
# scans_averaged: 10
# boxcar_width: 10
# dark_id: dark_20251117_100431
# white_id: white_20251117_100445
# wavelength_unit: nm
# absorbance_unit: a.u.
# metal_precursor_name: Co+2
# metal_precursor_vol_ml: 2.0
# organic_precursor_name: 2-methylimidazole
# organic_precursor_vol_ml: 3.6
# solvent_name: triethylamine/methanol
# solvent_vol_ml: 2.4
# total_volume_ml: 8.0
# ---
wavelength_nm,0 min,0 min-2,0 min-3,15 min,15 min-2,15 min-3,30 min,30 min-2,30 min-3,45 min,45 min-2,45 min-3,60 min,60 min-2,60 min-3,75 min,75 min-2,75 min-3,90 min,90 min-2,90 min-3,105 min,105 min-2,105 min-3,120 min,120 min-2,120 min-3,135 min,135 min-2,135 min-3,150 min,150 min-2,150 min-3,165 min,165 min-2,165 min-3,180 min,180 min-2,180 min-3
194.0,0.0435220206982742,0.0388276098902616,0.0458436617493678,0.0864908956967663,0.0657761998029827,0.0789664316366722,0.1586942980125666,0.1584853814917655,0.1585782249116986,0.1905546480166053,0.2022806551511558,0.1972526401063994,0.2220543773673515,0.2238312254627115,0.214992356046086,0.2253175093235346,0.2248846169955841,0.2275973324811335,0.2165017162513502,0.2352566071826747,0.2342054432096479,0.2317533934116052,0.245712154464136,0.2340949203101782,0.2201242703283779,0.2575321419293255,0.2428842787662931,0.2344818370388006,0.2374780051035711,0.2437589714440731,0.233239514651403,0.2430816206861283,0.256309365539463,0.2337912169558645,0.2475887068616643,0.2483301999455417,0.2283599333201574,0.232523315925382,0.2521142780685665
194.6,0.0439292501251506,0.0394178904799725,0.04574703255848,0.0837210290664625,0.0655272283775331,0.0790060622744405,0.1563774659685892,0.1573728632479234,0.1580982150565845,0.1901022199558442,0.2010828863560217,0.1973917112964328,0.2225433281685304,0.2248652639627796,0.2149264564030661,0.2234917161492832,0.2243364697364695,0.2264555608821798,0.2158583589518048,0.2327677739904981,0.2299748131317769,0.2307250222092682,0.2437911130782836,0.2316914236526336,0.2191879918185812,0.2585186862209866,0.2420260886810325,0.2357958514499485,0.2371000757312519,0.2450087662151638,0.2322293039553923,0.2441228490026525,0.2569206701088476,0.2326600517538869,0.2466746863431424,0.2486822901512258,0.2285850351490702,0.2341710401172421,0.254534678008313
195.1,0.0437757396742559,0.0386348744894024,0.0481326744033382,0.0807925327317262,0.0673062458958056,0.0793452307080123,0.1577163857220602,0.1570291276298449,0.1590719461077885,0.189682917171234,0.2046740556719254,0.1967616659669245,0.2213813396316563,0.2258746581142639,0.215689797071055,0.2230028721422751,0.22714846167103,0.2257968022700894,0.216476571867635,0.2325184607955102,0.2318337143273613,0.2301789588854326,0.2441382082486215,0.232360341654561,0.2174938459647305,0.2568015855631478,0.242085554125385,0.2366499064397846,0.2388909005671085,0.2449240443431344,0.2321233099586869,0.2434078549875189,0.2566343409851064,0.2315969454955936,0.2458199728590775,0.2494771491876024,0.2275651999813994,0.233230718364586,0.25377391021215506
195.7,0.0440781795599902,0.0404475426600647,0.0492600301405744,0.0813924160607476,0.0689251828934017,0.0804457543160106,0.16027426770698,0.1604054191694441,0.1602305786705107,0.1902653660610937,0.2048868027825524,0.1979195143157731,0.2225326656624906,0.2270967174768271,0.2170685417886923,0.221575263708695,0.2272496969357879,0.2290894643149424,0.2165209492888117,0.2329475558229312,0.2318123093924698,0.2290894967207891,0.2434595431362321,0.2324311589309819,0.2181159590412039,0.2589244630721477,0.244095235669934,0.2385641556248943,0.2379365064505847,0.2446788088812522,0.2326893158515281,0.2442543012034096,0.2583762225815146,0.2349674097014318,0.2461144702006741,0.249214670181511,0.2288846644987034,0.2329992441365432,0.2559178163881492
196.2,0.0427198179480817,0.0397667967469287,0.0508164736702162,0.0816933723589395,0.0693528555220697,0.0806559508719227,0.158496311318714,0.1611330433610769,0.1598448476090432,0.1918681878991556,0.2042993206643073,0.1963687246595022,0.2244474510085982,0.2270924279589504,0.2164368313875067,0.2217937828818882,0.2249701968368934,0.2294766867541786,0.2181252632063471,0.2329889862560619,0.2310145742694745,0.2341322116763665,0.2445325794232507,0.231317731301201,0.2163636026074196,0.2584849682020051,0.2452627023361578,0.2392240403467598,0.2399453075996074,0.2449235875340262,0.2336745745120329,0.2422199061182,0.2575711328317616,0.2349979372266891,0.2464648941131992,0.249037220819912,0.2289736543048776,0.230383634093894,0.2533762731155143
196.8,0.0430502294750312,0.0391971104637899,0.0500732141240203,0.0813270293716432,0.070473907711254,0.0807637989981074,0.15718473961499,0.1608917987230009,0.1592028628724479,0.1921091667640684,0.2035319022911016,0.1968628074979748,0.2245681945117142,0.2249602665480485,0.2171853278198294,0.2233941240372765,0.2230034629391992,0.228109631922983,0.2156469335905008,0.2304867263052307,0.2312820157514933,0.2332765934674792,0.2429801045847051,0.2336765773551165,0.2183427613388696,0.2562649519061851,0.2421631336478666,0.2385057315731731,0.2397214650146585,0.2462634189786657,0.233676609230742,0.2405338078923224,0.2583778773164034,0.2348788482883782,0.2475010715151646,0.2475010908497646,0.2273201523550195,0.2300896545963564,0.2533239538076465
197.3,0.0432775401762073,0.039561810347835,0.0495151374482743,0.08168808704981,0.069019841175776,0.0796458310626336,0.1557491623056732,0.1621533561156468,0.1610690100984234,0.1910732133479334,0.2022171754890768,0.1956949740810381,0.2240750487931879,0.2269256736011521,0.2165557144661815,0.2266591617737851,0.2231850665271074,0.2296731579086816,0.2153032817272978,0.2317513568827581,0.2313104564266332,0.23221729461317,0.2444591283154521,0.235344364527486,0.2185244291543406,0.2576020334883308,0.240940396824241,0.2379717551316449,0.2384692851272117,0.24529272908101,0.2338395928319208,0.2410655739057299,0.2601586113353583,0.2365073819691859,0.2478539703575868,0.2449641651658191,0.229770738399412,0.231139102973832,0.254259460170829
197.9,0.0446848842312163,0.0376174020164463,0.0489115427299197,0.0830906110482378,0.0688887095770487,0.0801515159198798,0.1559881687936725,0.1627324099367119,0.1592859102674632,0.1922166634200259,0.2038785552972196,0.1946039087805271,0.2236597321164999,0.226608346302792,0.2182429608455351,0.2279944509238539,0.2215320982777928,0.2297212799657383,0.2139113646949129,0.2315032670125769,0.2317929490096895,0.2331957255881378,0.2455798637675933,0.2347002339371251,0.2187582066192572,0.2577632831479995,0.241017623237976,0.2363564049632288,0.2396877804935117,0.2480294663718873,0.2329051315356028,0.2424505475836701,0.259921915396626,0.2385581102211255,0.2466779833267198,0.2457793404359207,0.2306836157329774,0.2333895461286158,0.2528184115257501
198.4,0.0433376827763597,0.035708797115835,0.0478518845731228,0.083835844816978,0.0662622670918766,0.079741436836896,0.1571203494085467,0.1645692669783137,0.1575028925384886,0.192382074041808,0.2024281286152368,0.1932997308175407,0.2238785546439552,0.2239254972699917,0.2178888990892797,0.2242777029923339,0.2216548688080937,0.2296664780431791,0.2142242183364544,0.2315493470974264,0.2321708367223363,0.2336804179959037,0.2450616999727856,0.233608390762939,0.2184679685293379,0.2551071555030098,0.2406489014465475,0.2366428774669937,0.2369329935578547,0.2475079983468234,0.2322904704145235,0.2417968073899325,0.2589062540124359,0.2389448570988383,0.2466910361591041,0.2433894010961602,0.2280522916613069,0.2343530049143462,0.25301914075213056
199.0,0.0437543158306843,0.0367543133843123,0.0480711249974656,0.0829649919758176,0.0660387917706396,0.0793533533098652,0.1553692510850613,0.1637814371305914,0.1576763950597738,0.1925416178888497,0.2027742169511176,0.1941002553813034,0.2237136336909029,0.2235279439990103,0.2164383562129734,0.2254817266533992,0.224364201903806,0.2307351611323133,0.2167124326856187,0.2308295511651237,0.2321532081586327,0.2383520785206599,0.2445432853350809,0.232911379420218,0.2200147351411425,0.2560949623885333,0.2414366394252945,0.2361485164923663,0.2346221756694067,0.247770458783465,0.233196063643012,0.2442510682687307,0.260317773741943,0.2396988794176896,0.2463005937408937,0.2437645671030113,0.2281005019949253,0.2337659209915678,0.2536006987278418
